@RELATION movies

@ATTRIBUTE director_facebook_likes 	{Low,Average,High}
@ATTRIBUTE highest_actor_rating 	{A,B,C,D,F}}
@ATTRIBUTE genre	{Sci-Fi,Action,Animation,Family,Documentary,Romance,Comedy,Drama,Horror,Thriller}
@ATTRIBUTE num_voted_users 	{Low,Average,High}
@ATTRIBUTE content_rating 	{Approved,G,NC-17,PG,PG-13,R,Unrated}
@ATTRIBUTE budget 	{Low,Medium,High}
@ATTRIBUTE imdb_score	{Excellent,Good,Above_Average,Average,Below_Average,Poor,Awful}

@DATA
Average,D,Comedy,Low,PG-13,Low,Average
Low,F,Thriller,Low,R,Low,Below_Average
Low,F,Thriller,Low,R,Low,Below_Average
Low,D,Comedy,High,R,Low,Above_Average
Low,F,Sci-Fi,Average,PG-13,Low,Poor
Low,F,Family,Low,G,Low,Average
Low,F,Family,Average,PG,Medium,Below_Average
Low,C,Romance,Low,R,Low,Average
Low,F,Comedy,Average,PG-13,Low,Average
Low,F,Horror,High,PG-13,Low,Above_Average
Low,F,Horror,High,R,Medium,Average
Average,F,Action,Low,R,Low,Above_Average
Low,F,Thriller,Low,R,Medium,Average
Average,D,Drama,High,PG-13,Low,Above_Average
Low,F,Comedy,Average,R,Low,Below_Average
Low,F,Documentary,Average,PG,Low,Poor
Low,F,Animation,Low,PG,Low,Below_Average
Low,F,Thriller,Average,R,Low,Average
Low,F,Romance,Low,R,Low,Above_Average
Low,F,Thriller,Average,R,Low,Above_Average
Low,F,Drama,Low,PG-13,Low,Above_Average
Low,D,Comedy,Low,PG-13,Medium,Below_Average
Average,F,Comedy,High,R,Low,Above_Average
High,D,Romance,Average,PG-13,Low,Above_Average
Average,F,Thriller,Average,R,Low,Average
Low,F,Comedy,Low,PG,Low,Below_Average
Low,F,Thriller,Average,R,Low,Average
Average,F,Comedy,Average,R,Low,Below_Average
Low,C,Comedy,Average,R,Low,Poor
Low,A,Thriller,High,PG-13,High,Average
Low,F,Romance,Average,PG-13,Low,Below_Average
Low,F,Sci-Fi,High,R,Low,Average
Low,F,Drama,High,R,Low,Good
Low,F,Horror,Average,R,Low,Average
Low,F,Animation,Low,PG,Low,Below_Average
Low,D,Drama,Low,R,Low,Below_Average
Low,F,Comedy,Average,R,Low,Average
Low,F,Sci-Fi,Low,PG,Low,Poor
Low,F,Drama,Low,PG-13,Low,Average
Low,F,Family,Low,PG,Medium,Poor
Low,C,Action,High,PG-13,Low,Above_Average
Low,D,Comedy,Average,R,Low,Above_Average
Low,F,Comedy,Average,R,Low,Average
Low,F,Sci-Fi,Low,PG-13,Low,Below_Average
Low,F,Thriller,Average,R,Low,Above_Average
Low,F,Thriller,Low,R,Low,Below_Average
Low,F,Comedy,Low,R,Low,Awful
Low,F,Comedy,Low,R,Low,Average
Low,F,Horror,Average,PG-13,Low,Poor
Low,F,Thriller,Low,PG,Medium,Below_Average
Average,F,Comedy,Average,R,Low,Average
Low,F,Romance,Low,PG-13,Low,Above_Average
Low,D,Comedy,Low,R,Low,Below_Average
Low,D,Drama,Average,R,Low,Average
Average,D,Thriller,Average,R,Low,Average
Low,F,Comedy,Average,R,Low,Average
Low,F,Comedy,Low,R,Low,Below_Average
Low,F,Thriller,Average,R,Low,Below_Average
Average,F,Drama,Low,Unrated,Low,Below_Average
Average,F,Drama,Low,R,Low,Average
Low,F,Comedy,Low,R,Low,Above_Average
Low,F,Thriller,Low,R,Low,Average
Low,C,Comedy,Average,PG,Low,Awful
Low,F,Comedy,Low,PG-13,Low,Average
Low,F,Comedy,Low,R,Low,Awful
Low,D,Comedy,Low,PG-13,Low,Below_Average
Low,F,Comedy,Low,R,Low,Below_Average
Low,F,Comedy,Low,PG-13,Low,Poor
Low,F,Comedy,Low,PG-13,Low,Awful
Low,D,Comedy,Low,R,Low,Average
Low,F,Horror,Low,PG-13,Low,Below_Average
Low,F,Horror,Low,R,Low,Awful
Low,F,Comedy,Low,PG-13,Low,Below_Average
Low,F,Horror,Low,R,Low,Poor
Low,F,Romance,Low,R,Low,Average
Low,F,Comedy,Average,R,Low,Average
Low,F,Horror,Low,PG-13,Low,Poor
Low,F,Horror,Low,R,Low,Below_Average
Low,F,Comedy,Average,Approved,Low,Above_Average
Low,F,Horror,Low,R,Low,Below_Average
Average,F,Horror,High,R,Low,Above_Average
Low,C,Drama,Average,R,Low,Average
Low,F,Family,Average,G,Low,Good
Low,D,Horror,Low,R,Low,Below_Average
Average,F,Thriller,Low,R,Low,Average
Low,F,Comedy,Low,R,Low,Average
Low,F,Horror,Average,R,Low,Average
Average,F,Documentary,Average,PG-13,Low,Good
Low,F,Horror,High,R,Low,Average
Low,F,Comedy,Low,PG-13,Low,Poor
Low,F,Comedy,High,R,Low,Above_Average
Low,D,Thriller,Average,R,Medium,Above_Average
Low,D,Thriller,Average,R,Low,Above_Average
Low,F,Horror,Low,R,Low,Poor
Low,F,Thriller,Average,R,Low,Average
Low,F,Comedy,Average,R,Low,Above_Average
Low,F,Comedy,Low,PG-13,Low,Average
Low,F,Sci-Fi,Low,PG,Low,Below_Average
Low,F,Drama,Low,PG-13,Low,Average
Low,F,Comedy,Low,R,Low,Below_Average
Low,F,Comedy,Low,R,Low,Average
Low,F,Documentary,Low,PG,Low,Below_Average
Low,F,Drama,Low,PG,Low,Average
Low,C,Thriller,Low,R,Medium,Average
Low,F,Romance,Low,R,Low,Average
Low,F,Thriller,Average,R,Low,Average
Low,D,Romance,Average,R,Low,Above_Average
Low,F,Romance,Low,R,Low,Average
Low,F,Comedy,Low,PG-13,Low,Below_Average
Average,F,Comedy,Average,R,Low,Above_Average
Low,A,Comedy,Average,PG-13,Low,Average
Low,F,Romance,Low,PG-13,Medium,Awful
Low,F,Horror,Low,R,Low,Below_Average
Low,F,Romance,Average,PG,Low,Average
Average,F,Thriller,Low,R,Low,Above_Average
Low,F,Family,High,PG,Low,Above_Average
Low,F,Romance,Low,Approved,Low,Above_Average
Low,F,Horror,Average,R,Low,Average
High,D,Drama,High,R,Low,Good
Low,D,Thriller,High,R,Low,Above_Average
Average,F,Horror,Average,R,Low,Below_Average
Average,F,Family,High,G,Low,Good
High,D,Romance,Average,PG,Low,Average
Low,F,Comedy,High,R,Low,Above_Average
Low,F,Drama,High,R,Low,Good
Average,F,Drama,Average,PG-13,Low,Awful
Low,C,Drama,High,PG,Low,Above_Average
Low,F,Comedy,Low,PG-13,Low,Average
Low,F,Thriller,Low,R,Low,Below_Average
Low,C,Comedy,High,R,Low,Above_Average
Low,F,Horror,Average,PG-13,Low,Below_Average
Low,F,Horror,Average,R,Low,Average
Low,F,Comedy,Average,R,Low,Average
Low,F,Sci-Fi,Low,PG,Low,Below_Average
Low,F,Horror,Average,R,Low,Average
Low,F,Comedy,Low,PG-13,Low,Below_Average
Low,F,Comedy,Average,R,Low,Average
Low,B,Comedy,Low,PG,Low,Below_Average
Low,D,Thriller,High,R,High,Above_Average
Low,C,Drama,High,R,Low,Above_Average
Low,D,Romance,Average,R,Low,Average
Low,D,Thriller,Average,R,Low,Average
Low,F,Romance,Low,PG-13,Low,Average
Low,F,Comedy,Average,PG-13,Low,Above_Average
Low,D,Comedy,High,PG-13,Low,Above_Average
Low,F,Comedy,Low,PG,Low,Below_Average
Low,F,Comedy,Low,PG-13,Low,Poor
Low,F,Comedy,Low,PG-13,Low,Below_Average
Low,F,Romance,Low,R,Low,Below_Average
Low,F,Animation,Average,R,Low,Above_Average
Low,F,Thriller,Low,R,Low,Average
Low,F,Comedy,High,PG-13,Low,Above_Average
Low,F,Romance,Low,PG-13,Low,Average
Low,F,Drama,High,R,Low,Above_Average
Low,F,Thriller,Low,R,Low,Average
Low,F,Drama,Low,R,Low,Average
Low,C,Comedy,Low,R,Low,Below_Average
Average,D,Comedy,Low,PG-13,Low,Below_Average
Low,F,Horror,Average,R,Low,Average
Low,F,Thriller,Low,R,Low,Average
Low,C,Thriller,Low,R,Medium,Below_Average
Low,A,Thriller,Low,R,Low,Poor
Low,F,Drama,Low,PG-13,Low,Good
Low,F,Action,Low,R,Low,Poor
Low,D,Family,Average,PG,Low,Above_Average
Low,F,Comedy,Low,R,Low,Average
Average,B,Comedy,High,R,Low,Above_Average
Low,F,Horror,Average,R,Low,Below_Average
Low,F,Thriller,Average,R,Low,Above_Average
Low,F,Comedy,Low,PG-13,Low,Awful
Low,F,Romance,Low,PG,Low,Average
Average,B,Comedy,Average,R,Low,Average
Low,F,Thriller,Low,PG-13,Medium,Below_Average
Low,B,Romance,High,PG-13,High,Average
Low,F,Sci-Fi,Low,PG-13,Low,Awful
Average,B,Comedy,High,PG-13,Low,Above_Average
Low,D,Drama,High,R,Low,Excellent
Low,F,Romance,Average,R,Low,Average
Average,C,Comedy,High,PG-13,Low,Above_Average
Low,C,Comedy,High,R,Low,Average
Average,F,Horror,Average,PG-13,Low,Poor
Low,F,Family,Low,PG,Low,Above_Average
Low,F,Comedy,Low,PG-13,Low,Below_Average
Low,C,Drama,High,PG,Low,Above_Average
Low,C,Thriller,High,R,Low,Above_Average
Low,F,Sci-Fi,Average,PG,Low,Average
Low,F,Thriller,Low,R,Low,Below_Average
Low,F,Horror,Low,R,Low,Poor
Average,F,Comedy,Low,R,Low,Average
Low,F,Horror,Average,R,Low,Average
Low,F,Comedy,Average,R,Low,Above_Average
Low,F,Thriller,Low,R,Low,Average
Low,F,Horror,Average,R,Low,Average
Low,F,Horror,Low,PG,Low,Poor
Average,F,Comedy,High,R,Low,Above_Average
Low,D,Drama,Low,PG-13,Low,Above_Average
Low,F,Horror,Low,R,Low,Average
Low,F,Drama,Low,PG-13,Low,Average
Low,D,Romance,High,R,Low,Above_Average
High,F,Drama,Average,R,Low,Above_Average
Low,F,Comedy,Low,R,Low,Average
Low,F,Comedy,Low,PG-13,Low,Awful
Low,D,Drama,Low,PG,Low,Average
Average,F,Drama,Low,R,Low,Average
Low,F,Comedy,Average,R,Low,Average
Low,F,Family,Low,PG,Low,Average
Low,F,Drama,Low,R,Low,Average
Low,F,Drama,Low,R,Low,Average
Low,F,Drama,Low,G,Low,Average
Low,F,Romance,Low,R,Low,Above_Average
Low,F,Comedy,Average,R,Low,Average
Low,F,Comedy,Low,PG-13,Low,Awful
Low,C,Drama,Average,R,Low,Above_Average
Low,F,Romance,Low,PG-13,Low,Average
Low,F,Comedy,Low,R,Low,Below_Average
Low,B,Thriller,Low,R,Low,Average
Low,F,Horror,Low,R,Low,Poor
High,C,Action,Average,R,Low,Above_Average
Low,D,Comedy,High,R,Low,Above_Average
Low,F,Comedy,Low,R,Low,Above_Average
Low,F,Thriller,Low,R,Low,Average
Low,F,Horror,High,R,Low,Below_Average
Average,F,Drama,High,R,Low,Above_Average
Low,F,Drama,Average,PG-13,Low,Average
Low,F,Thriller,Average,NC-17,Low,Above_Average
Low,F,Family,Low,PG,Low,Average
Low,F,Comedy,Average,R,Low,Above_Average
Low,F,Comedy,Low,R,Low,Below_Average
Average,F,Sci-Fi,Average,G,Low,Above_Average
Low,F,Horror,Low,PG-13,Low,Awful
Low,F,Action,Low,PG-13,Low,Average
Low,C,Romance,Low,R,Low,Average
Low,D,Action,Average,R,Low,Above_Average
Low,F,Horror,Average,R,Low,Above_Average
Low,F,Comedy,High,R,Low,Above_Average
Low,F,Romance,High,PG-13,Low,Above_Average
Average,F,Documentary,High,R,Low,Above_Average
Low,F,Action,High,PG,Low,Good
Low,F,Family,High,Approved,Low,Above_Average
Low,F,Drama,Average,R,Low,Above_Average
Low,F,Comedy,Average,PG,High,Below_Average
Low,F,Thriller,Average,Unrated,Low,Above_Average
High,D,Comedy,High,R,Low,Above_Average
Low,F,Comedy,Low,R,Low,Average
Low,F,Comedy,Low,R,Low,Average
Low,C,Thriller,High,R,Low,Good
Low,F,Horror,Average,NC-17,Low,Below_Average
Low,F,Drama,High,R,Low,Above_Average
Low,F,Action,Low,Unrated,Low,Average
Average,F,Comedy,Average,PG-13,Low,Above_Average
Low,F,Comedy,Low,R,Low,Below_Average
Low,F,Family,Low,PG,Low,Awful
Low,D,Comedy,Low,R,Low,Average
Low,F,Horror,Low,R,Low,Average
Low,F,Horror,Average,NC-17,Low,Below_Average
Low,D,Comedy,Average,PG-13,Low,Average
Low,F,Drama,Average,R,Low,Above_Average
Low,F,Comedy,Low,R,Low,Below_Average
Low,B,Thriller,Average,PG-13,Low,Above_Average
Low,D,Action,Low,R,Low,Below_Average
Low,F,Comedy,Average,PG-13,Low,Above_Average
Low,F,Comedy,Low,R,Low,Poor
Low,F,Romance,High,R,Low,Above_Average
Low,F,Comedy,Low,R,Low,Below_Average
Low,C,Comedy,Average,R,Low,Average
Low,F,Comedy,Average,R,Low,Above_Average
Low,F,Drama,Low,PG-13,Low,Average
Low,F,Drama,Average,PG-13,Low,Above_Average
Low,F,Thriller,Low,R,Low,Below_Average
Average,F,Action,Average,R,Low,Good
Low,F,Comedy,Average,R,Low,Above_Average
Low,F,Sci-Fi,Low,PG-13,Low,Awful
Low,F,Drama,Low,PG,Low,Below_Average
Low,F,Romance,Low,R,Low,Average
Average,F,Romance,Low,R,Low,Average
Low,D,Drama,Low,PG,Low,Above_Average
Low,D,Comedy,Low,R,Low,Poor
Low,F,Comedy,Average,R,Low,Above_Average
Low,F,Thriller,Low,R,Low,Below_Average
Low,C,Thriller,Average,R,Medium,Average
Low,F,Thriller,Low,R,Low,Below_Average
Low,D,Drama,Low,PG-13,Low,Below_Average
Low,A,Thriller,Average,R,High,Average
Low,F,Thriller,Low,R,Low,Average
Average,F,Romance,Low,PG-13,Low,Average
Low,F,Action,Low,PG-13,Low,Awful
Low,F,Comedy,High,PG,Low,Good
Low,F,Comedy,Low,PG-13,Low,Below_Average
High,C,Comedy,High,R,Low,Average
High,C,Action,Average,R,Low,Above_Average
Low,C,Comedy,High,R,Low,Above_Average
Low,F,Thriller,Low,R,Low,Average
Low,F,Drama,Average,R,Low,Above_Average
Low,F,Thriller,Low,R,Low,Poor
Low,F,Thriller,Low,R,Low,Below_Average
Low,F,Comedy,Low,R,Low,Below_Average
Low,F,Romance,Average,PG,Low,Above_Average
Low,F,Horror,High,PG-13,Low,Average
Low,F,Horror,High,R,Low,Average
Low,D,Horror,High,PG-13,Medium,Above_Average
Low,F,Documentary,Average,R,Low,Average
Low,F,Horror,Low,PG-13,Low,Average
Low,F,Horror,Average,R,Low,Below_Average
Low,F,Horror,Average,PG-13,Low,Poor
Low,F,Horror,Average,NC-17,Low,Average
Low,F,Thriller,Average,R,Low,Above_Average
Low,F,Horror,Average,R,Low,Poor
Low,F,Drama,Low,Unrated,Low,Average
Low,A,Horror,Average,R,Low,Poor
Low,D,Thriller,High,R,Low,Above_Average
Low,F,Family,Average,Approved,Low,Above_Average
Low,F,Horror,Average,R,Low,Below_Average
Low,D,Drama,High,PG,Low,Good
Low,D,Drama,High,R,Low,Good
Low,D,Horror,Average,PG-13,Low,Below_Average
High,F,Thriller,High,R,Low,Good
Low,F,Horror,High,R,Low,Average
Low,F,Comedy,High,R,Low,Above_Average
Low,F,Comedy,High,PG-13,Low,Above_Average
Low,F,Comedy,Low,R,Low,Below_Average
Low,F,Animation,Low,G,Low,Below_Average
High,F,Drama,Low,PG-13,Low,Above_Average
Low,F,Drama,Low,R,Low,Average
Low,D,Comedy,Average,R,Low,Average
Low,F,Comedy,Low,R,Low,Below_Average
Average,F,Thriller,Low,R,Low,Average
Low,F,Horror,Average,R,Low,Average
Low,F,Thriller,Low,R,Low,Below_Average
Low,F,Drama,Low,R,Low,Above_Average
Low,C,Drama,High,PG-13,Low,Above_Average
Average,F,Drama,Low,Approved,Low,Average
Low,D,Thriller,Low,R,Low,Average
Low,F,Horror,Average,R,Low,Poor
Low,F,Family,High,PG,Low,Average
Average,D,Drama,High,R,Low,Below_Average
Low,F,Horror,Average,R,Low,Poor
Low,F,Horror,Low,PG-13,Low,Awful
Average,D,Drama,Average,R,Low,Above_Average
Low,F,Horror,Average,R,Low,Below_Average
Low,F,Horror,Low,R,Low,Average
Low,F,Comedy,Low,R,Low,Above_Average
Low,F,Action,Low,PG,Low,Average
Low,F,Horror,Average,PG-13,Low,Below_Average
Low,F,Comedy,Average,R,Low,Average
Low,F,Thriller,Average,R,Low,Average
Low,C,Romance,Low,PG,Low,Average
Low,F,Comedy,Low,R,Low,Awful
Average,F,Romance,Low,PG-13,Low,Average
Low,F,Action,Low,Unrated,Low,Average
Low,F,Comedy,Low,R,Low,Poor
Low,F,Animation,Low,PG,Low,Below_Average
Low,F,Comedy,Average,PG-13,Low,Average
Low,F,Romance,Low,PG,Low,Average
Low,F,Horror,Low,R,Low,Below_Average
Low,F,Comedy,Average,PG-13,Low,Above_Average
Low,F,Comedy,Low,R,Low,Average
High,F,Thriller,Low,R,Low,Average
Low,B,Comedy,Low,PG-13,Low,Average
Low,F,Sci-Fi,Low,R,Low,Average
Low,F,Drama,Low,PG-13,Low,Poor
Low,D,Comedy,Average,R,Low,Average
Low,F,Thriller,Low,R,Low,Above_Average
Low,F,Drama,Low,R,Low,Average
Low,D,Thriller,Average,R,Low,Above_Average
Low,F,Drama,Average,PG-13,Low,Above_Average
Low,F,Thriller,Low,R,Low,Average
Low,F,Horror,Average,R,Low,Above_Average
Low,F,Comedy,Low,R,Low,Below_Average
Low,F,Sci-Fi,Low,PG-13,Low,Poor
Low,F,Comedy,Average,R,Low,Above_Average
High,D,Thriller,Low,R,Low,Average
Low,F,Romance,Low,PG,Low,Above_Average
Low,F,Romance,Low,Approved,Low,Average
Low,F,Drama,Low,R,Low,Average
Low,F,Horror,Average,PG-13,Low,Average
Low,F,Thriller,Low,R,Low,Average
Low,F,Horror,Low,R,Low,Poor
Low,F,Romance,Low,R,Low,Average
Low,F,Comedy,Low,R,Low,Above_Average
Low,F,Animation,Low,PG,Low,Average
Low,F,Sci-Fi,Low,PG,Low,Average
Low,A,Horror,Low,PG-13,Low,Poor
Low,F,Drama,Average,R,Low,Good
Low,F,Horror,High,R,Low,Below_Average
Average,F,Thriller,Average,R,Low,Above_Average
Low,F,Horror,Low,R,Low,Average
Low,F,Comedy,Low,Unrated,Low,Below_Average
Average,F,Horror,Low,NC-17,Low,Below_Average
Average,F,Action,Low,R,Low,Above_Average
Low,F,Comedy,Low,R,Low,Awful
Low,F,Comedy,High,R,Low,Average
Low,F,Romance,Average,R,Low,Below_Average
Low,F,Comedy,Average,NC-17,Low,Above_Average
Average,F,Drama,Low,Unrated,Low,Above_Average
Low,C,Drama,High,R,Medium,Above_Average
Low,F,Thriller,Average,R,Low,Above_Average
Low,F,Drama,High,R,Low,Good
Low,F,Comedy,Low,PG,Low,Below_Average
Low,D,Sci-Fi,High,R,Low,Good
Low,F,Comedy,Average,R,Low,Average
Low,D,Horror,Average,R,Low,Below_Average
Average,F,Drama,High,R,Low,Good
Average,C,Comedy,Low,PG,Low,Below_Average
Low,F,Comedy,Low,PG,Low,Average
Low,F,Action,Low,R,Low,Below_Average
Average,C,Family,Average,PG,High,Below_Average
Low,F,Horror,Low,R,Low,Below_Average
Low,F,Horror,High,Unrated,Low,Good
Low,C,Drama,High,R,Low,Above_Average
High,D,Comedy,High,PG,Low,Good
Average,F,Family,Low,Unrated,Low,Average
Average,D,Romance,Average,R,Low,Above_Average
Low,F,Horror,Average,PG-13,Low,Below_Average
Low,D,Romance,High,R,Low,Above_Average
Low,F,Horror,Average,R,Low,Above_Average
Low,F,Comedy,Low,PG,Low,Above_Average
Average,F,Thriller,Average,R,Low,Poor
Low,F,Romance,Low,Approved,Low,Average
Average,D,Comedy,High,R,Low,Above_Average
Low,F,Horror,Average,R,Low,Above_Average
Low,F,Thriller,High,Approved,Low,Good
Low,F,Drama,High,R,Low,Good
High,F,Sci-Fi,High,PG-13,High,Below_Average
Low,F,Comedy,Low,R,Low,Poor
Low,F,Comedy,Low,R,Low,Poor
Low,F,Romance,Average,R,Low,Above_Average
Average,F,Action,Low,Approved,Low,Above_Average
Low,A,Thriller,Low,R,Low,Below_Average
Low,F,Horror,Low,R,Medium,Poor
Low,F,Romance,Low,R,Low,Poor
Average,C,Comedy,Average,R,Low,Average
High,F,Thriller,Low,PG,Low,Average
Low,F,Romance,Average,R,Low,Average
Low,F,Comedy,Average,R,Low,Above_Average
Low,F,Documentary,Low,R,Low,Awful
Low,F,Drama,Low,R,Low,Above_Average
Average,F,Comedy,Average,R,Low,Above_Average
Low,F,Comedy,Low,R,Low,Below_Average
Low,F,Thriller,Low,R,Low,Average
Low,F,Comedy,Low,R,Low,Average
Low,F,Horror,Average,R,Low,Average
Average,F,Documentary,Average,PG-13,Low,Good
Low,F,Romance,Low,R,Low,Poor
Low,F,Thriller,Low,R,Low,Below_Average
Low,F,Thriller,Low,R,Low,Above_Average
Low,F,Drama,Low,R,Low,Below_Average
Low,D,Drama,Average,R,Low,Average
Low,D,Horror,Low,R,Low,Below_Average
Low,F,Thriller,Average,R,Low,Above_Average
Low,F,Comedy,Low,R,Medium,Average
Low,F,Comedy,Low,R,Low,Below_Average
Low,F,Horror,Average,R,Low,Average
Low,C,Drama,Low,R,Low,Below_Average
Low,F,Comedy,Low,R,Low,Average
Low,F,Family,Low,PG,Low,Above_Average
Low,F,Action,Low,Approved,Low,Above_Average
Low,F,Horror,Low,R,Low,Poor
Average,F,Horror,Low,R,Low,Poor
Average,D,Drama,Low,PG-13,High,Average
Low,F,Romance,High,R,Low,Good
Low,F,Action,High,G,Low,Good
Average,F,Action,Low,Approved,Low,Average
Low,F,Action,Low,Approved,Low,Above_Average
Low,F,Comedy,Low,Approved,Low,Above_Average
Low,F,Drama,Average,NC-17,Low,Above_Average
Low,F,Comedy,High,PG,Low,Above_Average
Low,F,Thriller,Low,R,Low,Awful
Average,F,Comedy,Average,R,Low,Above_Average
Low,F,Thriller,Average,R,Low,Above_Average
Low,F,Horror,Low,R,Low,Average
Average,F,Action,Low,R,Low,Above_Average
Low,F,Drama,Low,Approved,Low,Good
Low,F,Drama,Low,Unrated,Low,Above_Average
Low,F,Thriller,Low,Unrated,Low,Above_Average
Low,F,Horror,Average,R,Low,Average
Low,F,Comedy,Low,R,Low,Awful
Low,F,Comedy,Low,R,Low,Average
Average,F,Drama,Average,R,Low,Above_Average
Low,F,Horror,Average,Unrated,Low,Above_Average
Low,F,Horror,High,NC-17,Low,Above_Average
Low,F,Comedy,Low,PG-13,Low,Below_Average
Low,F,Comedy,Low,R,Low,Average
Low,F,Sci-Fi,High,R,High,Below_Average
Low,D,Comedy,Low,R,Low,Average
Low,F,Comedy,Low,PG-13,Low,Below_Average
Low,F,Thriller,Low,R,Low,Below_Average
Low,F,Animation,Average,PG-13,Low,Good
Low,F,Thriller,Low,Unrated,Low,Below_Average
Low,F,Comedy,Low,PG,Low,Average
Low,C,Thriller,High,R,Low,Above_Average
Low,F,Comedy,Average,R,Low,Average
Low,B,Drama,High,R,Low,Good
Low,F,Drama,Low,PG-13,Low,Average
Low,F,Family,High,PG,Low,Good
Low,F,Romance,Low,PG-13,Low,Above_Average
Low,F,Romance,Low,R,Low,Average
High,F,Horror,High,R,Low,Good
Average,F,Action,Average,Approved,Low,Good
Low,F,Comedy,Average,R,Low,Above_Average
Low,A,Horror,Average,R,Low,Average
Average,F,Comedy,High,R,Low,Above_Average
Average,F,Family,High,PG,Low,Good
Low,F,Documentary,Low,R,Low,Average
Low,F,Horror,High,R,Low,Below_Average
Low,F,Horror,Average,R,Low,Below_Average
Low,F,Horror,High,R,Low,Below_Average
Average,F,Horror,High,R,Low,Average
Low,F,Documentary,Low,R,Low,Below_Average
Low,F,Romance,Average,Approved,Low,Good
Low,F,Sci-Fi,Average,G,Low,Average
Low,F,Family,Low,PG,Low,Below_Average
Low,F,Horror,Average,R,Low,Below_Average
Low,F,Sci-Fi,Low,PG,Low,Below_Average
High,F,Thriller,Low,PG,Low,Average
Low,F,Comedy,High,Approved,Low,Good
Low,F,Horror,Low,R,Low,Poor
High,F,Thriller,Low,Approved,Low,Average
Average,F,Documentary,Low,R,Low,Above_Average
Low,F,Comedy,Low,R,Low,Average
Low,F,Comedy,Low,R,Low,Below_Average
Low,F,Drama,Low,Approved,Low,Above_Average
Low,F,Action,Average,Unrated,Low,Good
Average,F,Action,Average,Approved,Low,Above_Average
Low,F,Comedy,Low,PG-13,Low,Awful
Low,F,Romance,High,R,Low,Above_Average
Low,F,Romance,Low,PG,Low,Awful
Low,F,Horror,Low,R,Low,Average
Low,F,Comedy,Low,PG-13,Low,Above_Average
Low,F,Comedy,Low,R,Low,Poor
Low,F,Romance,Low,R,Low,Average
Low,F,Family,High,G,Low,Above_Average
Low,F,Horror,Low,R,Low,Below_Average
Low,F,Comedy,Low,R,Low,Below_Average
Low,F,Romance,Average,PG,Low,Good
Low,D,Drama,Low,R,Low,Above_Average
Low,F,Thriller,Low,R,Low,Below_Average
Low,D,Drama,Low,R,Low,Average
Low,F,Documentary,Low,R,Low,Average
Low,A,Horror,Average,R,Low,Below_Average
Low,F,Family,Low,PG,Low,Average
Low,F,Thriller,Average,R,Low,Average
Low,F,Family,Low,PG,Low,Above_Average
Low,F,Comedy,Average,R,Low,Below_Average
Low,F,Comedy,Low,R,Low,Below_Average
Low,F,Thriller,Average,R,Medium,Average
Low,F,Action,Low,R,Low,Below_Average
Low,F,Horror,Low,R,Low,Poor
Average,F,Comedy,Low,R,Low,Average
Low,F,Horror,Low,R,Low,Below_Average
Low,F,Comedy,Low,R,Low,Awful
High,A,Family,High,PG,High,Average
Low,F,Comedy,Low,PG-13,Low,Average
Low,F,Drama,Low,R,Low,Below_Average
Low,F,Comedy,Low,R,Low,Awful
High,F,Drama,Low,R,Low,Below_Average
Low,F,Thriller,Low,Approved,Low,Above_Average
Low,F,Horror,Low,R,Low,Poor
Low,F,Thriller,Low,R,Low,Awful
Low,F,Family,High,PG,High,Above_Average
Low,F,Drama,Low,R,Low,Average
Average,F,Comedy,Low,Approved,Low,Above_Average
Low,F,Comedy,Low,R,Low,Average
Low,F,Documentary,Low,PG-13,Low,Average
Low,F,Horror,Low,R,Low,Poor
Low,F,Drama,Average,R,Low,Above_Average
Low,F,Comedy,High,Unrated,Low,Good
Low,F,Horror,Average,R,Low,Below_Average
Low,F,Family,High,Approved,Low,Good
Low,F,Comedy,High,PG,Low,Good
Low,F,Horror,Average,R,Low,Below_Average
Low,F,Drama,Low,R,Low,Above_Average
Low,F,Family,Low,G,Low,Above_Average
Average,F,Comedy,Low,Unrated,Low,Average
Low,F,Romance,Low,Approved,Low,Above_Average
Low,F,Action,High,R,Low,Above_Average
Low,F,Horror,Average,R,Low,Below_Average
Low,F,Comedy,Low,R,Low,Average
Low,A,Sci-Fi,Average,R,Medium,Below_Average
Low,F,Horror,Low,R,Low,Below_Average
Low,F,Comedy,High,Approved,Low,Good
Low,F,Romance,Average,R,Low,Below_Average
Low,F,Documentary,Low,PG,Low,Below_Average
Low,F,Horror,Average,R,Medium,Poor
High,D,Comedy,Average,PG,Medium,Average
Low,F,Horror,Average,R,Low,Poor
Low,F,Sci-Fi,Average,G,Low,Average
Low,F,Drama,Low,Approved,Low,Above_Average
Low,F,Documentary,Low,R,Low,Average
Average,C,Drama,Average,R,Low,Above_Average
Low,F,Comedy,High,R,Low,Above_Average
Low,F,Romance,High,R,Low,Good
Low,F,Drama,Low,R,Low,Above_Average
Low,F,Sci-Fi,Average,PG-13,Low,Above_Average
Low,D,Comedy,High,R,Low,Above_Average
Low,F,Documentary,Average,R,Low,Above_Average
Low,F,Documentary,Low,Unrated,Low,Above_Average
Low,F,Comedy,High,PG-13,Medium,Average
Low,F,Family,Low,PG-13,Low,Below_Average
Low,F,Documentary,Low,R,Low,Above_Average
Low,F,Sci-Fi,Low,PG-13,Low,Below_Average
Average,F,Comedy,Average,R,Low,Average
Low,F,Drama,Low,R,Low,Average
